corpus_id,domain,subdomain,corpus_or_collection,scope_tier,languages,geography_tradition,desired_representation,unit_of_completeness,minimum_complete_package,priority,primary_acquisition_route,agent_can_acquire_without_user_action,user_action_required,digital_availability,preferred_source_or_partner,rights_status,inventory_status,source_url,notes
COR-0438,10 Sacred Places and Temples,Population-scale temple census,Karnataka Muzrai and independent temples,CORE,All regional languages,"India, South Asia, Southeast Asia and diaspora","Official record, history, sthala-purana, deities, architecture, rituals, festivals, media and coordinates",one temple/shrine/site and every attached source document,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,HIGHLY_UNEVEN,State endowment portals|temple trusts|ASI|local archives|field surveys,PERMISSION_REQUIRED_OR_SITE_SPECIFIC,POPULATION_NOT_FULLY_ENUMERATED,,No all-India authoritative census exists; famous-list completion is not population completion.
COR-0439,10 Sacred Places and Temples,Population-scale temple census,Andhra Pradesh Endowments temples,CORE,All regional languages,"India, South Asia, Southeast Asia and diaspora","Official record, history, sthala-purana, deities, architecture, rituals, festivals, media and coordinates",one temple/shrine/site and every attached source document,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,HIGHLY_UNEVEN,State endowment portals|temple trusts|ASI|local archives|field surveys,PERMISSION_REQUIRED_OR_SITE_SPECIFIC,POPULATION_NOT_FULLY_ENUMERATED,,No all-India authoritative census exists; famous-list completion is not population completion.
COR-0440,10 Sacred Places and Temples,Population-scale temple census,Telangana Endowments temples,CORE,All regional languages,"India, South Asia, Southeast Asia and diaspora","Official record, history, sthala-purana, deities, architecture, rituals, festivals, media and coordinates",one temple/shrine/site and every attached source document,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,HIGHLY_UNEVEN,State endowment portals|temple trusts|ASI|local archives|field surveys,PERMISSION_REQUIRED_OR_SITE_SPECIFIC,POPULATION_NOT_FULLY_ENUMERATED,,No all-India authoritative census exists; famous-list completion is not population completion.
COR-0441,10 Sacred Places and Temples,Population-scale temple census,Odisha temples and mathas,CORE,All regional languages,"India, South Asia, Southeast Asia and diaspora","Official record, history, sthala-purana, deities, architecture, rituals, festivals, media and coordinates",one temple/shrine/site and every attached source document,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,HIGHLY_UNEVEN,State endowment portals|temple trusts|ASI|local archives|field surveys,PERMISSION_REQUIRED_OR_SITE_SPECIFIC,POPULATION_NOT_FULLY_ENUMERATED,,No all-India authoritative census exists; famous-list completion is not population completion.
COR-0442,10 Sacred Places and Temples,Population-scale temple census,West Bengal temples and Shakta/Vaishnava sites,CORE,All regional languages,"India, South Asia, Southeast Asia and diaspora","Official record, history, sthala-purana, deities, architecture, rituals, festivals, media and coordinates",one temple/shrine/site and every attached source document,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,HIGHLY_UNEVEN,State endowment portals|temple trusts|ASI|local archives|field surveys,PERMISSION_REQUIRED_OR_SITE_SPECIFIC,POPULATION_NOT_FULLY_ENUMERATED,,No all-India authoritative census exists; famous-list completion is not population completion.
COR-0443,10 Sacred Places and Temples,Population-scale temple census,Assam temples and sattras,CORE,All regional languages,"India, South Asia, Southeast Asia and diaspora","Official record, history, sthala-purana, deities, architecture, rituals, festivals, media and coordinates",one temple/shrine/site and every attached source document,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,HIGHLY_UNEVEN,State endowment portals|temple trusts|ASI|local archives|field surveys,PERMISSION_REQUIRED_OR_SITE_SPECIFIC,POPULATION_NOT_FULLY_ENUMERATED,,No all-India authoritative census exists; famous-list completion is not population completion.
COR-0444,10 Sacred Places and Temples,Population-scale temple census,Bihar and Jharkhand sacred sites,CORE,All regional languages,"India, South Asia, Southeast Asia and diaspora","Official record, history, sthala-purana, deities, architecture, rituals, festivals, media and coordinates",one temple/shrine/site and every attached source document,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,HIGHLY_UNEVEN,State endowment portals|temple trusts|ASI|local archives|field surveys,PERMISSION_REQUIRED_OR_SITE_SPECIFIC,POPULATION_NOT_FULLY_ENUMERATED,,No all-India authoritative census exists; famous-list completion is not population completion.
COR-0445,10 Sacred Places and Temples,Population-scale temple census,Uttar Pradesh temples and tirthas,CORE,All regional languages,"India, South Asia, Southeast Asia and diaspora","Official record, history, sthala-purana, deities, architecture, rituals, festivals, media and coordinates",one temple/shrine/site and every attached source document,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,HIGHLY_UNEVEN,State endowment portals|temple trusts|ASI|local archives|field surveys,PERMISSION_REQUIRED_OR_SITE_SPECIFIC,POPULATION_NOT_FULLY_ENUMERATED,,No all-India authoritative census exists; famous-list completion is not population completion.
COR-0446,10 Sacred Places and Temples,Population-scale temple census,Uttarakhand temples and Himalayan pilgrimage sites,CORE,All regional languages,"India, South Asia, Southeast Asia and diaspora","Official record, history, sthala-purana, deities, architecture, rituals, festivals, media and coordinates",one temple/shrine/site and every attached source document,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,HIGHLY_UNEVEN,State endowment portals|temple trusts|ASI|local archives|field surveys,PERMISSION_REQUIRED_OR_SITE_SPECIFIC,POPULATION_NOT_FULLY_ENUMERATED,,No all-India authoritative census exists; famous-list completion is not population completion.
COR-0447,10 Sacred Places and Temples,Population-scale temple census,Himachal Pradesh temples,CORE,All regional languages,"India, South Asia, Southeast Asia and diaspora","Official record, history, sthala-purana, deities, architecture, rituals, festivals, media and coordinates",one temple/shrine/site and every attached source document,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,HIGHLY_UNEVEN,State endowment portals|temple trusts|ASI|local archives|field surveys,PERMISSION_REQUIRED_OR_SITE_SPECIFIC,POPULATION_NOT_FULLY_ENUMERATED,,No all-India authoritative census exists; famous-list completion is not population completion.
COR-0448,10 Sacred Places and Temples,Population-scale temple census,Jammu Kashmir and Ladakh Hindu sacred sites,CORE,All regional languages,"India, South Asia, Southeast Asia and diaspora","Official record, history, sthala-purana, deities, architecture, rituals, festivals, media and coordinates",one temple/shrine/site and every attached source document,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,HIGHLY_UNEVEN,State endowment portals|temple trusts|ASI|local archives|field surveys,PERMISSION_REQUIRED_OR_SITE_SPECIFIC,POPULATION_NOT_FULLY_ENUMERATED,,No all-India authoritative census exists; famous-list completion is not population completion.
COR-0449,10 Sacred Places and Temples,Population-scale temple census,Punjab Haryana Chandigarh temples,CORE,All regional languages,"India, South Asia, Southeast Asia and diaspora","Official record, history, sthala-purana, deities, architecture, rituals, festivals, media and coordinates",one temple/shrine/site and every attached source document,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,HIGHLY_UNEVEN,State endowment portals|temple trusts|ASI|local archives|field surveys,PERMISSION_REQUIRED_OR_SITE_SPECIFIC,POPULATION_NOT_FULLY_ENUMERATED,,No all-India authoritative census exists; famous-list completion is not population completion.
COR-0450,10 Sacred Places and Temples,Population-scale temple census,Rajasthan Devasthan temples,CORE,All regional languages,"India, South Asia, Southeast Asia and diaspora","Official record, history, sthala-purana, deities, architecture, rituals, festivals, media and coordinates",one temple/shrine/site and every attached source document,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,HIGHLY_UNEVEN,State endowment portals|temple trusts|ASI|local archives|field surveys,PERMISSION_REQUIRED_OR_SITE_SPECIFIC,POPULATION_NOT_FULLY_ENUMERATED,,No all-India authoritative census exists; famous-list completion is not population completion.
COR-0451,10 Sacred Places and Temples,Population-scale temple census,Gujarat temples and tirthas,CORE,All regional languages,"India, South Asia, Southeast Asia and diaspora","Official record, history, sthala-purana, deities, architecture, rituals, festivals, media and coordinates",one temple/shrine/site and every attached source document,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,HIGHLY_UNEVEN,State endowment portals|temple trusts|ASI|local archives|field surveys,PERMISSION_REQUIRED_OR_SITE_SPECIFIC,POPULATION_NOT_FULLY_ENUMERATED,,No all-India authoritative census exists; famous-list completion is not population completion.
COR-0452,10 Sacred Places and Temples,Population-scale temple census,Madhya Pradesh Chhattisgarh temples,CORE,All regional languages,"India, South Asia, Southeast Asia and diaspora","Official record, history, sthala-purana, deities, architecture, rituals, festivals, media and coordinates",one temple/shrine/site and every attached source document,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,HIGHLY_UNEVEN,State endowment portals|temple trusts|ASI|local archives|field surveys,PERMISSION_REQUIRED_OR_SITE_SPECIFIC,POPULATION_NOT_FULLY_ENUMERATED,,No all-India authoritative census exists; famous-list completion is not population completion.
COR-0453,10 Sacred Places and Temples,Population-scale temple census,Maharashtra and Goa temples,CORE,All regional languages,"India, South Asia, Southeast Asia and diaspora","Official record, history, sthala-purana, deities, architecture, rituals, festivals, media and coordinates",one temple/shrine/site and every attached source document,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,HIGHLY_UNEVEN,State endowment portals|temple trusts|ASI|local archives|field surveys,PERMISSION_REQUIRED_OR_SITE_SPECIFIC,POPULATION_NOT_FULLY_ENUMERATED,,No all-India authoritative census exists; famous-list completion is not population completion.
COR-0454,10 Sacred Places and Temples,Population-scale temple census,Northeast regional Hindu temples,CORE,All regional languages,"India, South Asia, Southeast Asia and diaspora","Official record, history, sthala-purana, deities, architecture, rituals, festivals, media and coordinates",one temple/shrine/site and every attached source document,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,HIGHLY_UNEVEN,State endowment portals|temple trusts|ASI|local archives|field surveys,PERMISSION_REQUIRED_OR_SITE_SPECIFIC,POPULATION_NOT_FULLY_ENUMERATED,,No all-India authoritative census exists; famous-list completion is not population completion.
COR-0455,10 Sacred Places and Temples,Population-scale temple census,Nepal Hindu temples and tirthas,CORE,All regional languages,"India, South Asia, Southeast Asia and diaspora","Official record, history, sthala-purana, deities, architecture, rituals, festivals, media and coordinates",one temple/shrine/site and every attached source document,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,HIGHLY_UNEVEN,State endowment portals|temple trusts|ASI|local archives|field surveys,PERMISSION_REQUIRED_OR_SITE_SPECIFIC,POPULATION_NOT_FULLY_ENUMERATED,,No all-India authoritative census exists; famous-list completion is not population completion.
COR-0456,10 Sacred Places and Temples,Population-scale temple census,Sri Lanka Hindu temples,CORE,All regional languages,"India, South Asia, Southeast Asia and diaspora","Official record, history, sthala-purana, deities, architecture, rituals, festivals, media and coordinates",one temple/shrine/site and every attached source document,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,HIGHLY_UNEVEN,State endowment portals|temple trusts|ASI|local archives|field surveys,PERMISSION_REQUIRED_OR_SITE_SPECIFIC,POPULATION_NOT_FULLY_ENUMERATED,,No all-India authoritative census exists; famous-list completion is not population completion.
COR-0457,10 Sacred Places and Temples,Population-scale temple census,Bangladesh and Pakistan surviving Hindu sites,CORE,All regional languages,"India, South Asia, Southeast Asia and diaspora","Official record, history, sthala-purana, deities, architecture, rituals, festivals, media and coordinates",one temple/shrine/site and every attached source document,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,HIGHLY_UNEVEN,State endowment portals|temple trusts|ASI|local archives|field surveys,PERMISSION_REQUIRED_OR_SITE_SPECIFIC,POPULATION_NOT_FULLY_ENUMERATED,,No all-India authoritative census exists; famous-list completion is not population completion.
COR-0458,10 Sacred Places and Temples,Population-scale temple census,Southeast Asian Hindu temple heritage,CORE,All regional languages,"India, South Asia, Southeast Asia and diaspora","Official record, history, sthala-purana, deities, architecture, rituals, festivals, media and coordinates",one temple/shrine/site and every attached source document,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,HIGHLY_UNEVEN,State endowment portals|temple trusts|ASI|local archives|field surveys,PERMISSION_REQUIRED_OR_SITE_SPECIFIC,POPULATION_NOT_FULLY_ENUMERATED,,No all-India authoritative census exists; famous-list completion is not population completion.
COR-0459,10 Sacred Places and Temples,Population-scale temple census,Global diaspora mandirs and living communities,CORE,All regional languages,"India, South Asia, Southeast Asia and diaspora","Official record, history, sthala-purana, deities, architecture, rituals, festivals, media and coordinates",one temple/shrine/site and every attached source document,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Secure bulk data/MOU from boards and trusts; crawl only where terms permit; fieldwork for missing sites,HIGHLY_UNEVEN,State endowment portals|temple trusts|ASI|local archives|field surveys,PERMISSION_REQUIRED_OR_SITE_SPECIFIC,POPULATION_NOT_FULLY_ENUMERATED,,No all-India authoritative census exists; famous-list completion is not population completion.
COR-0460,11 Ritual and Lived Practice,Domestic and lifecycle,Daily nitya-karma manuals by tradition,CORE,Sanskrit and all regional languages,Pan-Indian,Edition-specific full text plus scans and structure,one practice × tradition × region × occasion × source,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Permissions from publishers/temples/lineages; document variants; commission missing procedures,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,POPULATION_NOT_FULLY_ENUMERATED,,
COR-0461,11 Ritual and Lived Practice,Domestic and lifecycle,Sandhyavandana by Vedic school,CORE,Sanskrit and all regional languages,Pan-Indian,Edition-specific full text plus scans and structure,one practice × tradition × region × occasion × source,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Permissions from publishers/temples/lineages; document variants; commission missing procedures,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,POPULATION_NOT_FULLY_ENUMERATED,,
COR-0462,11 Ritual and Lived Practice,Domestic and lifecycle,Home puja manuals by deity/tradition,CORE,Sanskrit and all regional languages,Pan-Indian,Edition-specific full text plus scans and structure,one practice × tradition × region × occasion × source,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Permissions from publishers/temples/lineages; document variants; commission missing procedures,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,POPULATION_NOT_FULLY_ENUMERATED,,
COR-0463,11 Ritual and Lived Practice,Domestic and lifecycle,Samskara manuals from conception through antyeshti,CORE,Sanskrit and all regional languages,Pan-Indian,Edition-specific full text plus scans and structure,one practice × tradition × region × occasion × source,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Permissions from publishers/temples/lineages; document variants; commission missing procedures,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,POPULATION_NOT_FULLY_ENUMERATED,,
COR-0464,11 Ritual and Lived Practice,Domestic and lifecycle,Shraddha and ancestor rites by region/tradition,CORE,Sanskrit and all regional languages,Pan-Indian,Edition-specific full text plus scans and structure,one practice × tradition × region × occasion × source,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Permissions from publishers/temples/lineages; document variants; commission missing procedures,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,POPULATION_NOT_FULLY_ENUMERATED,,
COR-0465,11 Ritual and Lived Practice,Domestic and lifecycle,Vrata manuals and vrata-katha corpus,CORE,Sanskrit and all regional languages,Pan-Indian,Edition-specific full text plus scans and structure,one practice × tradition × region × occasion × source,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Permissions from publishers/temples/lineages; document variants; commission missing procedures,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,POPULATION_NOT_FULLY_ENUMERATED,,
COR-0466,11 Ritual and Lived Practice,Domestic and lifecycle,Fasting rules including Ekadashi traditions,CORE,Sanskrit and all regional languages,Pan-Indian,Edition-specific full text plus scans and structure,one practice × tradition × region × occasion × source,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Permissions from publishers/temples/lineages; document variants; commission missing procedures,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,POPULATION_NOT_FULLY_ENUMERATED,,
COR-0467,11 Ritual and Lived Practice,Domestic and lifecycle,Household festival procedure corpus,CORE,Sanskrit and all regional languages,Pan-Indian,Edition-specific full text plus scans and structure,one practice × tradition × region × occasion × source,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Permissions from publishers/temples/lineages; document variants; commission missing procedures,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,POPULATION_NOT_FULLY_ENUMERATED,,
COR-0468,11 Ritual and Lived Practice,Domestic and lifecycle,Pilgrimage procedure and sankalpa manuals,CORE,Sanskrit and all regional languages,Pan-Indian,Edition-specific full text plus scans and structure,one practice × tradition × region × occasion × source,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Permissions from publishers/temples/lineages; document variants; commission missing procedures,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,POPULATION_NOT_FULLY_ENUMERATED,,
COR-0469,11 Ritual and Lived Practice,Domestic and lifecycle,Modern trusted how-to guidance from institutions,CORE,Sanskrit and all regional languages,Pan-Indian,Edition-specific full text plus scans and structure,one practice × tradition × region × occasion × source,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_NEGOTIATE_INSTITUTION,NO,Permissions from publishers/temples/lineages; document variants; commission missing procedures,PARTIAL,GRETIL|Ambuda|Internet Archive|institutional catalogues,MIXED_OR_UNKNOWN,POPULATION_NOT_FULLY_ENUMERATED,,
COR-0470,11 Ritual and Lived Practice,Temple and priestly,"Nitya, naimittika and kamya temple ritual manuals",CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_COMMISSION_FIELDWORK,NO,"Fieldwork, informed consent, cultural protocol and institution-specific permissions",LOW,GRETIL|Ambuda|Internet Archive|institutional catalogues,CONSENT_AND_CULTURAL_PROTOCOL_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0471,11 Ritual and Lived Practice,Temple and priestly,Consecration and renovation ritual corpus,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_COMMISSION_FIELDWORK,NO,"Fieldwork, informed consent, cultural protocol and institution-specific permissions",LOW,GRETIL|Ambuda|Internet Archive|institutional catalogues,CONSENT_AND_CULTURAL_PROTOCOL_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0472,11 Ritual and Lived Practice,Temple and priestly,Utsava procedure manuals,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_COMMISSION_FIELDWORK,NO,"Fieldwork, informed consent, cultural protocol and institution-specific permissions",LOW,GRETIL|Ambuda|Internet Archive|institutional catalogues,CONSENT_AND_CULTURAL_PROTOCOL_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0473,11 Ritual and Lived Practice,Temple and priestly,"Alankara, naivedya and music service traditions",CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_COMMISSION_FIELDWORK,NO,"Fieldwork, informed consent, cultural protocol and institution-specific permissions",LOW,GRETIL|Ambuda|Internet Archive|institutional catalogues,CONSENT_AND_CULTURAL_PROTOCOL_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0474,11 Ritual and Lived Practice,Temple and priestly,Temple kitchen and prasada traditions,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_COMMISSION_FIELDWORK,NO,"Fieldwork, informed consent, cultural protocol and institution-specific permissions",LOW,GRETIL|Ambuda|Internet Archive|institutional catalogues,CONSENT_AND_CULTURAL_PROTOCOL_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0475,11 Ritual and Lived Practice,Temple and priestly,Priestly oral explanations and local procedure registers,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_COMMISSION_FIELDWORK,NO,"Fieldwork, informed consent, cultural protocol and institution-specific permissions",LOW,GRETIL|Ambuda|Internet Archive|institutional catalogues,CONSENT_AND_CULTURAL_PROTOCOL_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0476,11 Ritual and Lived Practice,Temple and priestly,Women's domestic ritual and oral vrata traditions,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_COMMISSION_FIELDWORK,NO,"Fieldwork, informed consent, cultural protocol and institution-specific permissions",LOW,GRETIL|Ambuda|Internet Archive|institutional catalogues,CONSENT_AND_CULTURAL_PROTOCOL_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0477,11 Ritual and Lived Practice,Temple and priestly,"Folk, tribal and regional Hindu ritual traditions",CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one work-version-edition-representation,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,USER_COMMISSION_FIELDWORK,NO,"Fieldwork, informed consent, cultural protocol and institution-specific permissions",LOW,GRETIL|Ambuda|Internet Archive|institutional catalogues,CONSENT_AND_CULTURAL_PROTOCOL_REQUIRED,TARGET_ENUMERATED_NOT_RECONCILED,,
COR-0478,12 Calendrics and Panchanga,Astronomical and regional calendars,Rashtriya Panchang annual editions and tables,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one calendrical rule/source/region/year plus computed daily record,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Download government/open tables; license publisher panchangas; derive only with auditable algorithms,PARTIAL,IMD Positional Astronomy Centre|traditional panchanga publishers|temples/matthas,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,https://mausam.imd.gov.in/responsive/rashtriyPanchang.php,
COR-0479,12 Calendrics and Panchanga,Astronomical and regional calendars,Surya Siddhanta and astronomical canon,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one calendrical rule/source/region/year plus computed daily record,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Download government/open tables; license publisher panchangas; derive only with auditable algorithms,PARTIAL,IMD Positional Astronomy Centre|traditional panchanga publishers|temples/matthas,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,https://mausam.imd.gov.in/responsive/rashtriyPanchang.php,
COR-0480,12 Calendrics and Panchanga,Astronomical and regional calendars,Drik and vakya panchanga calculation traditions,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one calendrical rule/source/region/year plus computed daily record,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Download government/open tables; license publisher panchangas; derive only with auditable algorithms,PARTIAL,IMD Positional Astronomy Centre|traditional panchanga publishers|temples/matthas,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,https://mausam.imd.gov.in/responsive/rashtriyPanchang.php,
COR-0481,12 Calendrics and Panchanga,Astronomical and regional calendars,Amanta and purnimanta lunar calendars,CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one calendrical rule/source/region/year plus computed daily record,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Download government/open tables; license publisher panchangas; derive only with auditable algorithms,PARTIAL,IMD Positional Astronomy Centre|traditional panchanga publishers|temples/matthas,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,https://mausam.imd.gov.in/responsive/rashtriyPanchang.php,
COR-0482,12 Calendrics and Panchanga,Astronomical and regional calendars,"Solar calendars — Tamil, Malayalam, Bengali, Odia, Assamese and related",CORE,Sanskrit,Pan-Indian,Edition-specific full text plus scans and structure,one calendrical rule/source/region/year plus computed daily record,complete work; all books/chapters/verses; front/back matter; edition metadata,P0,AGENT_DOWNLOAD_RIGHTS_REVIEW,CONDITIONAL,Download government/open tables; license publisher panchangas; derive only with auditable algorithms,PARTIAL,IMD Positional Astronomy Centre|traditional panchanga publishers|temples/matthas,MIXED_OR_UNKNOWN,TARGET_ENUMERATED_NOT_RECONCILED,https://mausam.imd.gov.in/responsive/rashtriyPanchang.php,
